1.465, 39.807, 0
2.930, 45.032, 0
4.395, 46.115, 0
5.859, 45.988, 0
7.324, 43.969, 0
8.789, 40.291, 0
10.254, 39.450, 0
11.719, 40.042, 0
13.184, 39.422, 0
14.648, 41.911, 0
16.113, 46.375, 0
17.578, 50.780, 0
19.043, 48.471, 0
20.508, 42.422, 0
21.973, 45.071, 0
23.438, 43.286, 0
24.902, 45.069, 0
26.367, 45.812, 0
27.832, 46.601, 0
29.297, 47.752, 0
30.762, 46.429, 0
32.227, 45.112, 0
33.691, 43.613, 0
35.156, 46.765, 0
36.621, 47.065, 0
38.086, 43.442, 0
39.551, 41.068, 0
41.016, 40.119, 0
42.480, 39.496, 0
43.945, 41.152, 0
45.410, 40.761, 0
46.875, 40.545, 0
48.340, 43.336, 0
49.805, 48.773, 0
51.270, 45.477, 0
52.734, 36.712, 0
54.199, 37.522, 0
55.664, 39.118, 0
57.129, 39.142, 0
58.594, 37.791, 0
60.059, 37.920, 0
61.523, 37.274, 0
62.988, 37.020, 0
64.453, 34.946, 0
65.918, 33.902, 0
67.383, 33.044, 0
68.848, 31.083, 0
70.312, 32.439, 0
71.777, 32.872, 0
73.242, 33.125, 0
74.707, 35.109, 0
76.172, 35.230, 0
77.637, 35.458, 0
79.102, 36.149, 0
80.566, 33.825, 0
82.031, 34.361, 0
83.496, 33.890, 0
84.961, 30.694, 0
86.426, 28.974, 0
87.891, 29.933, 0
89.355, 31.006, 0
90.820, 32.346, 0
92.285, 31.633, 0
93.750, 30.444, 0
95.215, 29.833, 0
96.680, 29.386, 0
98.145, 30.627, 0
99.609, 32.885, 0
101.074, 31.264, 0
102.539, 32.568, 0
104.004, 31.992, 0
105.469, 24.259, 0
106.934, 24.101, 0
108.398, 25.475, 0
109.863, 24.997, 0
111.328, 24.027, 0
112.793, 25.201, 0
114.258, 25.982, 0
115.723, 24.106, 0
117.188, 22.366, 0
118.652, 21.773, 0
120.117, 23.333, 0
121.582, 24.463, 0
123.047, 24.585, 0
124.512, 24.858, 0
125.977, 24.389, 0
127.441, 23.259, 0
128.906, 24.602, 0
130.371, 24.543, 0
131.836, 24.301, 0
133.301, 23.545, 0
134.766, 23.776, 0
136.230, 25.894, 0
137.695, 25.298, 0
139.160, 24.647, 0
140.625, 23.453, 0
142.090, 23.988, 0
143.555, 22.857, 0
145.020, 22.120, 0
146.484, 23.554, 0
147.949, 25.463, 0
149.414, 39.470, 0
150.879, 40.590, 0
152.344, 29.429, 0
153.809, 23.863, 0
155.273, 24.557, 0
156.738, 24.349, 0
158.203, 23.072, 0
159.668, 22.108, 0
161.133, 23.827, 0
162.598, 24.723, 0
164.062, 24.582, 0
165.527, 23.669, 0
166.992, 22.984, 0
168.457, 22.446, 0
169.922, 23.077, 0
171.387, 22.697, 0
172.852, 20.434, 0
174.316, 20.663, 0
175.781, 21.271, 0
177.246, 20.584, 0
178.711, 20.800, 0
180.176, 22.893, 0
181.641, 22.334, 0
183.105, 22.326, 0
184.570, 23.842, 0
186.035, 22.619, 0
187.500, 21.425, 0
188.965, 20.976, 0
190.430, 21.997, 0
191.895, 21.563, 0
193.359, 22.057, 0
194.824, 22.470, 0
196.289, 21.039, 0
197.754, 21.337, 0
199.219, 22.539, 0
